Estacion,lugar,n_sitio,Id,longitud,ancho ,alto,peso_hum,peso_sin_val,peso_seco,peso_seco_vis,peso_sec_val,longitu_menor_4mm,
invierno,QQ,parche 3,29,13.89,6.63,5.73,0.188,0.074,0.1135,0.0118,0.1017,471,
invierno,QQ,parche 3,30,15.9,8.1,6.78,0.309,0.122,0.1817,0.0189,0.1628,471,
invierno,QQ,parche 3,31,13.5,6.52,6.27,0.23,0.088,0.1375,0.0143,0.1232,471,
invierno,QQ,parche 3,32,15.45,7.53,6.42,0.268,0.093,0.1721,0.0179,0.1542,471,
invierno,QQ,parche 3,33,14.87,7.85,6.72,0.299,0.134,0.1856,0.0193,0.1663,471,
invierno,QQ,parche 3,34,15.19,7.67,6.23,0.264,0.103,0.1683,0.0175,0.1508,471,
invierno,QQ,parche 3,35,15.03,7.18,6.36,0.224,0.06,0.174,0.0181,0.1559,471,
invierno,QQ,parche 3,36,15.21,7.91,6.52,0.307,0.124,0.1808,0.0188,0.162,471,
invierno,QQ,parche 3,37,14.61,6.68,6.43,0.227,0.083,0.1452,0.0151,0.1301,471,
invierno,QQ,parche 3,38,13.98,7.01,6.24,0.253,0.097,0.1596,0.0166,0.143,471,
invierno,QQ,parche 3,39,13.54,6.66,5.88,0.17,0.059,0.1154,0.012,0.1034,471,
invierno,QQ,parche 3,40,14.36,7.05,6.18,0.226,0.08,0.15,0.0156,0.1344,471,
invierno,QQ,parche 3,41,13.95,6.82,5.84,0.212,0.079,0.1471,0.0153,0.1318,471,
invierno,QQ,parche 3,42,14.4,7.08,6.45,0.173,0.025,0.1442,0.015,0.1292,471,
invierno,QQ,parche 3,43,13.79,6.89,5.9,0.221,0.087,0.1394,0.0145,0.1249,471,
invierno,QQ,parche 3,44,14.47,7.51,6.19,0.286,0.11,0.1712,0.0178,0.1534,471,
invierno,QQ,parche 3,45,14.38,7.15,6.57,0.26,0.087,0.1673,0.0174,0.1499,471,
invierno,QQ,parche 3,46,13.69,6.96,5.94,0.222,0.087,0.1404,0.0146,0.1258,471,
invierno,QQ,parche 3,47,13.73,6.75,5.63,0.189,0.073,0.1279,0.0133,0.1146,471,
invierno,QQ,parche 3,48,14.88,7.79,6.99,0.253,0.088,0.1712,0.0178,0.1534,471,
invierno,QQ,parche 3,49,14.32,6.87,6.21,0.237,0.045,0.1577,0.0164,0.1413,471,
invierno,QQ,parche 3,50,14.78,7.45,6.41,0.196,0.053,0.1481,0.0154,0.1327,471,
invierno,QQ,parche 3,51,14.43,7.13,5.9,0.248,0.09,0.1615,0.0168,0.1447,471,
invierno,QQ,parche 3,52,12.01,6.5,5.47,0.141,0.032,0.1096,0.0114,0.0982,471,
invierno,QQ,parche 3,53,13.24,6.78,5.49,0.162,0.054,0.1106,0.0115,0.0991,471,
invierno,QQ,parche 3,54,14.89,7.49,5.84,0.237,0.084,0.151,0.0157,0.1353,471,
invierno,QQ,parche 3,55,13.18,6.76,5.31,0.167,0.054,0.1038,0.0108,0.093,471,
invierno,QQ,parche 3,56,11.71,6.17,4.81,0.143,0.071,0.0808,0.0084,0.0724,471,
invierno,QQ,parche 3,57,12.95,6.83,5.53,0.16,0.056,0.1067,0.0111,0.0956,471,
invierno,QQ,parche 3,58,14.73,6.69,5.42,0.196,0.062,0.1365,0.0142,0.1223,471,
invierno,QQ,parche 3,59,13.77,6.82,5.61,0.176,0.052,0.0942,0.0098,0.0844,471,
invierno,QQ,parche 3,60,13.38,6.44,7.07,0.191,0.061,0.1327,0.0138,0.1189,471,
invierno,QQ,parche 3,61,15.6,7.69,6.69,0.267,0.085,0.1913,0.0199,0.1714,471,
invierno,QQ,parche 3,62,15.37,7.48,6.01,0.222,0.068,0.1587,0.0165,0.1422,471,
invierno,QQ,parche 3,63,16.48,7.52,7.04,0.314,0.113,0.2096,0.0218,0.1878,471,
invierno,QQ,parche 3,64,15.34,7.41,6.81,0.255,0.076,0.1827,0.019,0.1637,471,
invierno,QQ,parche 3,65,14.81,7.19,6.45,0.231,0.077,0.1596,0.0166,0.143,471,
invierno,QQ,parche 3,66,13.64,6.96,5.95,0.19,0.06,0.0942,0.0098,0.0844,471,
invierno,QQ,parche 3,67,13.71,6.81,6.02,0.171,0.046,0.1288,0.0134,0.1154,471,
invierno,QQ,parche 3,68,13.32,6.85,5.63,0.199,0.075,0.1231,0.0128,0.1103,471,
invierno,QQ,parche 3,69,13.88,7.07,6.07,0.242,0.087,0.149,0.0155,0.1335,471,
invierno,QQ,parche 3,70,12.56,6.21,5.29,0.148,0.04,0.1038,0.0108,0.093,471,
invierno,QQ,parche 3,71,14.73,7.52,6.59,0.336,0.125,0.1721,0.0179,0.1542,471,
invierno,QQ,parche 3,72,15.3,7.06,6.46,0.321,0.094,0.1654,0.0172,0.1482,471,
invierno,QQ,parche 3,73,16.22,7.91,6.57,0.412,0.171,0.2106,0.0219,0.1887,471,
invierno,QQ,parche 3,74,14.01,7.25,5.53,0.26,0.097,0.1212,0.0126,0.1086,471,
invierno,QQ,parche 3,75,11.96,6.35,5.23,0.169,0.057,0.0962,0.01,0.0862,471,
invierno,QQ,parche 3,76,12.23,6.19,5.68,0.188,0.06,0.0952,0.0099,0.0853,471,
invierno,QQ,parche 3,77,12.75,5.98,5.32,0.179,0.06,0.099,0.0103,0.0887,471,
invierno,QQ,parche 3,78,12.06,6.14,5.07,0.163,0.062,0.0904,0.0094,0.081,471,
invierno,QQ,parche 3,79,12.15,6.14,5.35,0.186,0.063,0.0942,0.0098,0.0844,471,
invierno,QQ,parche 3,80,15.48,7.39,6.24,0.29,0.099,0.1981,0.0206,0.1775,471,
invierno,QQ,parche 3,81,11.39,5.64,4.78,0.164,0.08,0.0846,0.0088,0.0758,471,
invierno,QQ,parche 3,82,11.49,6.27,5.11,0.177,0.057,0.0865,0.009,0.0775,471,
invierno,QQ,parche 3,83,12.23,6.28,5.9,0.187,0.064,0.1067,0.0111,0.0956,471,
invierno,QQ,parche 3,84,11.47,5.74,4.67,0.134,0.056,0.075,0.0078,0.0672,471,
invierno,QQ,parche 3,85,13.34,6.39,6.14,0.226,0.085,0.126,0.0131,0.1129,471,
invierno,QQ,parche 3,86,11.36,6.77,0,0.245,0.085,0.1337,0.0139,0.1198,471,
invierno,QQ,parche 3,87,11.14,6.13,4.85,0.128,0.046,0.0702,0.0073,0.0629,471,
invierno,QQ,parche 3,88,13.11,6.42,5.04,0.208,0.081,0.101,0.0105,0.0905,471,
invierno,QQ,parche 3,89,11.33,5.7,5.14,0.165,0.062,0.0837,0.0087,0.075,471,
invierno,QQ,parche 3,90,11.43,5.81,5.06,0.156,0.053,0.0808,0.0084,0.0724,471,
invierno,QQ,parche 3,91,12,6.32,5.11,0.148,0.041,0.0885,0.0092,0.0793,471,
invierno,QQ,parche 3,92,12.62,6.57,5.33,0.186,0.069,0.099,0.0103,0.0887,471,
invierno,QQ,parche 3,93,12.54,6.82,5.01,0.175,0.065,0.1038,0.0108,0.093,471,
invierno,QQ,parche 3,94,13.09,7.18,6.25,0.268,0.097,0.1433,0.0149,0.1284,471,
invierno,QQ,parche 3,95,13.15,6.79,5.68,0.195,0.084,0.1135,0.0118,0.1017,471,
invierno,QQ,parche 3,96,14.08,7.46,5.87,0.252,0.099,0.1404,0.0146,0.1258,471,
invierno,QQ,parche 3,97,15.03,6.86,6.09,0.259,0.096,0.099,0.0103,0.0887,471,
invierno,QQ,parche 3,98,11.65,5.72,5.18,0.18,0.071,0.0923,0.0096,0.0827,471,
invierno,QQ,parche 3,99,11.89,6.13,5.03,0.177,0.072,0.0952,0.0099,0.0853,471,
invierno,QQ,parche 3,100,11.19,5.68,4.88,0.149,0.055,0.0837,0.0087,0.075,471,
invierno,QQ,parche 4,1,14.89,0,0,0.296,0.092,0.1029,0.00107,0.0922,1727,
invierno,QQ,parche 4,2,15.38,0,0,0.259,0.055,0.1077,0.00112,0.0965,1727,
invierno,QQ,parche 4,3,15.05,0,0,0.298,0.086,0.1144,0.00119,0.1025,1727,
invierno,QQ,parche 4,4,14.14,0,0,0.249,0.084,0.251,0.00261,0.2249,1727,
invierno,QQ,parche 4,5,14.96,0,0,0.253,0.062,0.1058,0.0011,0.0948,1727,
invierno,QQ,parche 4,6,13.56,0,0,0.242,0.064,0.1038,0.00108,0.093,1727,
invierno,QQ,parche 4,7,13.97,0,0,0.248,0.074,0.0894,0.0093,0.0801,1727,
invierno,QQ,parche 4,8,14.12,0,0,0.304,0.079,0.0904,0.0094,0.081,1727,
invierno,QQ,parche 4,9,13.7,0,0,0.229,0.051,0.0971,0.0101,0.087,1727,
invierno,QQ,parche 4,10,13.74,0,0,0.195,0.037,0.0837,0.0087,0.075,1727,
invierno,QQ,parche 4,11,12.99,0,0,0.189,0.042,0.0837,0.0087,0.075,1727,
invierno,QQ,parche 4,12,12.69,0,0,0.181,0.041,0.0606,0.0063,0.0543,1727,
invierno,QQ,parche 4,13,12.65,0,0,0.164,0.042,0.0904,0.0094,0.081,1727,
invierno,QQ,parche 4,14,12.86,0,0,0.183,0.046,0.0058,0.006,0.0052,1727,
invierno,QQ,parche 4,15,12.34,0,0,0.167,0.046,0.0596,0.0062,0.0534,1727,
invierno,QQ,parche 4,16,13.47,0,0,0.223,0.058,0.0942,0.0098,0.0844,1727,
invierno,QQ,parche 4,17,12.66,0,0,0.163,0.037,0.0673,0.007,0.0603,1727,
invierno,QQ,parche 4,18,12.78,0,0,0.176,0.044,0.0923,0.0096,0.0827,1727,
invierno,QQ,parche 4,19,12.32,0,0,0.149,0.037,0.0885,0.0092,0.0793,1727,
invierno,QQ,parche 4,20,12.74,0,0,0.215,0.062,0.0817,0.0085,0.0732,1727,
invierno,QQ,parche 4,21,12.74,0,0,0.215,0.062,0.0817,0.0085,0.0732,1727,
invierno,QQ,parche 4,22,13.21,0,0,0.184,0.048,0.0885,0.0092,0.0793,1727,
invierno,QQ,parche 4,23,11.98,0,0,0.138,0.035,0.0606,0.0063,0.0543,1727,
invierno,QQ,parche 4,24,12.52,0,0,0.142,0.036,0.0587,0.0061,0.0526,1727,
invierno,QQ,parche 4,25,12.59,0,0,0.192,0.055,0.0663,0.0069,0.0594,1727,
invierno,QQ,parche 4,26,11.88,0,0,0.164,0.05,0.0817,0.0085,0.0732,1727,
invierno,QQ,parche 4,27,11.57,0,0,0.169,0.043,0.0577,0.006,0.0517,1727,
invierno,QQ,parche 4,28,11.56,0,0,0.154,0.035,0.0663,0.0069,0.0594,1727,
invierno,QQ,parche 4,29,11.84,0,0,0.173,0.038,0.0529,0.0055,0.0474,1727,
invierno,QQ,parche 4,30,11.63,0,0,0.147,0.039,0.0644,0.0067,0.0577,1727,
invierno,QQ,parche 4,31,11.98,0,0,0.174,0.041,0.0702,0.0073,0.0629,1727,
invierno,QQ,parche 4,32,12.87,0,0,0.185,0.058,0.0712,0.0074,0.0638,1727,
invierno,QQ,parche 4,33,10.97,0,0,0.129,0.037,0.051,0.0053,0.0457,1727,
invierno,QQ,parche 4,34,10.98,0,0,0.099,0.03,0.0385,0.004,0.0345,1727,
invierno,QQ,parche 4,35,12.35,0,0,0.162,0.045,0.0731,0.0076,0.0655,1727,
invierno,QQ,parche 4,36,11.47,0,0,0.146,0.007,0.0635,0.0066,0.0569,1727,
invierno,QQ,parche 4,37,11.67,0,0,0.168,0,0.0183,0.0019,0.0164,1727,
invierno,QQ,parche 4,38,11.66,0,0,0.173,0.003,0.0625,0.0065,0.056,1727,
invierno,QQ,parche 4,39,11.74,0,0,0.154,0,0.0529,0.0055,0.0474,1727,
invierno,QQ,parche 4,40,12.47,0,0,0.166,0,0.0856,0.0089,0.0767,1727,
invierno,QQ,parche 4,41,11.25,0,0,0.129,0,0.0615,0.0064,0.0551,1727,
invierno,QQ,parche 4,42,11.61,0,0,0.167,0,0.0452,0.0047,0.0405,1727,
invierno,QQ,parche 4,43,11.85,0,0,0.172,0,0.1067,0.00111,0.0956,1727,
invierno,QQ,parche 4,44,13.25,0,0,0.236,0,0.2356,0.00245,0.2111,1727,
invierno,QQ,parche 4,45,11.49,0,0,0.185,0,0.9615,0.001,0.8615,1727,
invierno,QQ,parche 4,46,11.1,0,0,0.159,0,0.0865,0.009,0.0775,1727,
invierno,QQ,parche 4,47,12.57,0,0,0.219,0,0.0769,0.008,0.0689,1727,
invierno,QQ,parche 4,48,10.4,0,0,0.136,0,0.0615,0.0064,0.0551,1727,
invierno,QQ,parche 4,49,11.42,0,0,0.136,0,0.0442,0.0046,0.0396,1727,
invierno,QQ,parche 4,50,11.19,0,0,0.117,0,0,0,0,1727,
invierno,QQ,parche 4,51,11.63,0,0,0.165,0,0.051,0.0053,0.0457,1727,
invierno,QQ,parche 4,52,11.47,0,0,0.168,0,0.0606,0.0063,0.0543,1727,
invierno,QQ,parche 4,53,11.73,0,0,0.152,0,0.075,0.0078,0.0672,1727,
invierno,QQ,parche 4,54,11.74,0,0,0.157,0,0.0413,0.0043,0.037,1727,
invierno,QQ,parche 4,55,12.24,0,0,0.188,0,0.0538,0.0056,0.0482,1727,
invierno,QQ,parche 4,56,11.81,0,0,0.153,0,0.0798,0.0083,0.0715,1727,
invierno,QQ,parche 4,57,12.35,0,0,0.187,0,0.0615,0.0064,0.0551,1727,
invierno,QQ,parche 4,58,10.38,0,0,0.13,0,0.1019,0.0106,0.0913,1727,
invierno,QQ,parche 4,59,11.96,0,0,0.136,0,0.0413,0.0043,0.037,1727,
invierno,QQ,parche 4,60,11.56,0,0,0.159,0,0.0654,0.0068,0.0586,1727,
invierno,QQ,parche 4,61,10.63,0,0,0.116,0,0.051,0.0053,0.0457,1727,
invierno,QQ,parche 4,62,10.11,0,0,0.141,0,0.0385,0.004,0.0345,1727,
invierno,QQ,parche 4,63,11.9,0,0,0.135,0,0.0615,0.0064,0.0551,1727,
invierno,QQ,parche 4,64,11.08,0,0,0.122,0,0.0519,0.0054,0.0465,1727,
invierno,QQ,parche 4,65,12.11,0,0,0.165,0,0.0442,0.0046,0.0396,1727,
invierno,QQ,parche 4,66,11.15,0,0,0.148,0,0.0615,0.0064,0.0551,1727,
invierno,QQ,parche 4,67,11.15,0,0,0.13,0,0.0837,0.0087,0.075,1727,
invierno,QQ,parche 4,68,10.74,0,0,0.152,0,0.0442,0.0046,0.0396,1727,
invierno,QQ,parche 4,69,11.09,0,0,0.149,0,0.0452,0.0047,0.0405,1727,
invierno,QQ,parche 4,70,10.35,0,0,0.126,0,0.0663,0.0069,0.0594,1727,
invierno,QQ,parche 4,71,10.75,0,0,0.109,0,0.0683,0.0071,0.0612,1727,
invierno,QQ,parche 4,72,10.25,0,0,0.119,0,0.0471,0.0049,0.0422,1727,
invierno,QQ,parche 4,73,10.48,0,0,0.125,0,0.049,0.0051,0.0439,1727,
invierno,QQ,parche 4,74,11.2,0,0,0.159,0,0.0385,0.004,0.0345,1727,
invierno,QQ,parche 4,75,11.24,0,0,0.192,0,0.0712,0.0074,0.0638,1727,
invierno,QQ,parche 4,76,10.94,0,0,0.154,0,0.0231,0.0024,0.0207,1727,
invierno,QQ,parche 4,77,9.84,0,0,0.132,0,0.175,0.00182,0.1568,1727,
invierno,QQ,parche 4,78,11.55,0,0,0.145,0,0.0375,0.0039,0.0336,1727,
invierno,QQ,parche 4,79,10.33,0,0,0.136,0,0.0538,0.0056,0.0482,1727,
invierno,QQ,parche 4,80,10.37,0,0,0.1,0,0.0587,0.0061,0.0526,1727,
invierno,QQ,parche 4,81,11.3,0,0,0.146,0,0.0394,0.0041,0.0353,1727,
invierno,QQ,parche 4,82,11.22,0,0,0.132,0,0.049,0.0051,0.0439,1727,
invierno,QQ,parche 4,83,11.65,0,0,0.151,0,0.0529,0.0055,0.0474,1727,
invierno,QQ,parche 4,84,11.13,0,0,0.142,0,0.05,0.0052,0.0448,1727,
invierno,QQ,parche 4,85,10.07,0,0,0.113,0,0.0567,0.0059,0.0508,1727,
invierno,QQ,parche 4,86,10.63,0,0,0.146,0,0.0413,0.0043,0.037,1727,
invierno,QQ,parche 4,87,10,0,0,0.085,0,0.0548,0.0057,0.0491,1727,
invierno,QQ,parche 4,88,10.77,0,0,0.129,0,0.0442,0.0046,0.0396,1727,
invierno,QQ,parche 4,89,11.06,0,0,0.131,0,0.0692,0.0072,0.062,1727,
invierno,QQ,parche 4,90,10.78,0,0,0.137,0,0.05,0.0052,0.0448,1727,
invierno,QQ,parche 4,91,11.18,0,0,0.124,0,0.0356,0.0037,0.0319,1727,
invierno,QQ,parche 4,92,9.94,0,0,0.118,0,0.0442,0.0046,0.0396,1727,
invierno,QQ,parche 4,93,11.74,0,0,0.159,0,0.0538,0.0056,0.0482,1727,
invierno,QQ,parche 4,94,10.83,0,0,0.128,0,0.049,0.0051,0.0439,1727,
invierno,QQ,parche 4,95,10.18,0,0,0.144,0,0.0452,0.0047,0.0405,1727,
invierno,QQ,parche 4,96,10.79,0,0,0.143,0,0.0577,0.006,0.0517,1727,
invierno,QQ,parche 4,97,12.07,0,0,0.191,0,0.0567,0.0059,0.0508,1727,
invierno,QQ,parche 4,98,10.72,0,0,0.154,0,0.0625,0.0065,0.056,1727,
invierno,QQ,parche 4,99,10.61,0,0,0.163,0,0.0452,0.0047,0.0405,1727,
invierno,QQ,parche 4,100,11.4,0,0,0.171,0,0.0577,0.006,0.0517,1727,
invierno,QQ,parche 5,1,12.06,0,0,0.141,0.019,0.0806,0.0084,0.0722,1150,
invierno,QQ,parche 5,2,13.28,0,0,0.198,0.038,0.1129,0.00117,0.1012,1150,
invierno,QQ,parche 5,3,11.52,0,0,0.193,0.038,0.0953,0.0099,0.0854,1150,
invierno,QQ,parche 5,4,13.35,0,0,0.213,0.023,0.125,0.0013,0.112,1150,
invierno,QQ,parche 5,5,12.13,0,0,0.154,0.012,0.0906,0.0094,0.0812,1150,
invierno,QQ,parche 5,6,10.81,0,0,0.122,0.006,0.0688,0.0072,0.0616,1150,
invierno,QQ,parche 5,7,10.39,0,0,0.1,0.008,0.0557,0.0058,0.0499,1150,
invierno,QQ,parche 5,8,12.38,0,0,0.189,0.02,0.0938,0.0098,0.084,1150,
invierno,QQ,parche 5,9,12.55,0,0,0.219,0.034,0.1195,0.0124,0.1071,1150,
invierno,QQ,parche 5,10,13.08,0,0,0.159,0.009,0.0676,0.007,0.0606,1150,
invierno,QQ,parche 5,11,12.99,0,0,0.219,0.031,0.0884,0.0092,0.0792,1150,
invierno,QQ,parche 5,12,11.74,0,0,0.171,0.031,0.0583,0.0061,0.0522,1150,
invierno,QQ,parche 5,13,10.1,0,0,0.106,0.004,0.0852,0.0089,0.0763,1150,
invierno,QQ,parche 5,14,11.76,0,0,0.154,0.019,0.117,0.00122,0.1048,1150,
invierno,QQ,parche 5,15,12.09,0,0,0.22,0.041,0.1083,0.00113,0.097,1150,
invierno,QQ,parche 5,16,10.98,0,0,0.111,0.022,0.1136,0.00118,0.1018,1150,
invierno,QQ,parche 5,17,12.6,0,0,0.19,0.034,0.0563,0.0059,0.0504,1150,
invierno,QQ,parche 5,18,13.65,0,0,0.23,0.054,0.1299,0.00135,0.1164,1150,
invierno,QQ,parche 5,19,11.15,0,0,0.138,0.019,0.0634,0.0066,0.0568,1150,
invierno,QQ,parche 5,20,10.78,0,0,0.138,0.019,0.0634,0.0066,0.0568,1150,
invierno,QQ,parche 5,21,11.45,0,0,0.116,0.01,0.0652,0.0068,0.0584,1150,
invierno,QQ,parche 5,22,10.04,0,0,0.121,0.007,0.0722,0.0075,0.0647,1150,
invierno,QQ,parche 5,23,10.98,0,0,0.132,0.01,0.0913,0.0095,0.0818,1150,
invierno,QQ,parche 5,24,11.89,0,0,0.142,0.007,0.1089,0.00113,0.0976,1150,
invierno,QQ,parche 5,25,11.04,0,0,0.173,0.034,0.0689,0.0072,0.0617,1150,
invierno,QQ,parche 5,26,10.49,0,0,0.107,0.013,0.1518,0.00158,0.136,1150,
invierno,QQ,parche 5,27,14.7,0,0,0.287,0.034,0.0687,0.0071,0.0616,1150,
invierno,QQ,parche 5,28,9.73,0,0,0.734,0.018,0.096,0.01,0.086,1150,
invierno,QQ,parche 5,29,10.69,0,0,0.114,0.017,0.0752,0.0078,0.0674,1150,
invierno,QQ,parche 5,30,11.5,0,0,0.154,0.006,0.0908,0.0094,0.0814,1150,
invierno,QQ,parche 5,31,9.75,0,0,0.095,0.004,0.0444,0.0046,0.0398,1150,
invierno,QQ,parche 5,32,11.03,0,0,0.098,0.02,0.0625,0.0065,0.056,1150,
invierno,QQ,parche 5,33,12.4,0,0,0.166,0.034,0.0458,0.0048,0.041,1150,
invierno,QQ,parche 5,34,10.62,0,0,0.128,0.028,0.0347,0.0036,0.0311,1150,
invierno,QQ,parche 5,35,9.67,0,0,0.109,0.009,0.0694,0.0072,0.0622,1150,
invierno,QQ,parche 5,36,9.79,0,0,0.111,0.006,0.0552,0.0057,0.0495,1150,
invierno,QQ,parche 5,37,10.19,0,0,0.083,0.004,0.0508,0.0053,0.0455,1150,
invierno,QQ,parche 5,38,10.83,0,0,0.136,0.007,0.0502,0.0052,0.045,1150,
invierno,QQ,parche 5,39,8.75,0,0,0.088,0.002,0.0647,0.0067,0.058,1150,
invierno,QQ,parche 5,40,9.86,0,0,0.114,0.008,0.1078,0.00112,0.0966,1150,
invierno,QQ,parche 5,41,9.92,0,0,0.11,0.016,0.0491,0.0051,0.044,1150,
invierno,QQ,parche 5,42,10.05,0,0,0.087,0.016,0.0606,0.0063,0.0543,1150,
invierno,QQ,parche 5,43,10.95,0,0,0.132,0.024,0.064,0.0067,0.0573,1150,
invierno,QQ,parche 5,44,10.04,0,0,0.138,0.018,0.0522,0.0054,0.0468,1150,
invierno,QQ,parche 5,45,10.88,0,0,0.121,0.027,0.0791,0.0082,0.0709,1150,
invierno,QQ,parche 5,46,11.24,0,0,0.17,0.013,0.0131,0.0014,0.0117,1150,
invierno,QQ,parche 5,47,10.34,0,0,0.136,0.009,0.0584,0.0061,0.0523,1150,
invierno,QQ,parche 5,48,11.23,0,0,0.114,0.012,0.0742,0.0077,0.0665,1150,
invierno,QQ,parche 5,49,11.63,0,0,0.162,0.011,0.1632,0.0017,0.1462,1150,
invierno,QQ,parche 5,50,12.5,0,0,0.15,0.036,0.1228,0.00128,0.11,1150,
invierno,QQ,parche 5,51,12.52,0,0,0.231,0.015,0.0518,0.0054,0.0464,1150,
invierno,QQ,parche 5,52,11.09,0,0,0.176,0.009,0.0772,0.008,0.0692,1150,
invierno,QQ,parche 5,53,11.51,0,0,0.132,0.007,0.0824,0.0086,0.0738,1150,
invierno,QQ,parche 5,54,9.89,0,0,0.151,0.003,0.0587,0.0061,0.0526,1150,
invierno,QQ,parche 5,55,10.86,0,0,0.104,0.01,0.0568,0.0059,0.0509,1150,
invierno,QQ,parche 5,56,11.63,0,0,0.139,0.013,0.0963,0.001,0.0863,1150,
invierno,QQ,parche 5,57,11.13,0,0,0.209,0.011,0.0665,0.0069,0.0596,1150,
invierno,QQ,parche 5,58,9.68,0,0,0.12,0.006,0.0383,0.004,0.0343,1150,
invierno,QQ,parche 5,59,10.11,0,0,0.096,0.008,0.0414,0.0043,0.0371,1150,
invierno,QQ,parche 5,60,8.92,0,0,0.111,0.01,0.0387,0.004,0.0347,1150,
invierno,QQ,parche 5,61,12.2,0,0,0.066,0.012,0.1142,0.00119,0.1023,1150,
invierno,QQ,parche 5,62,14.87,0,0,0.247,0.04,0.1666,0.00173,0.1493,1150,
invierno,QQ,parche 5,63,12.47,0,0,0.336,0.017,0.0114,0.0012,0.0102,1150,
invierno,QQ,parche 5,64,12.45,0,0,0.238,0.029,0.105,0.00109,0.0941,1150,
invierno,QQ,parche 5,65,11.73,0,0,0.142,0.01,0.0735,0.0076,0.0659,1150,
invierno,QQ,parche 5,66,12.97,0,0,0.15,0.032,0.0662,0.0069,0.0593,1150,
invierno,QQ,parche 5,67,15.14,0,0,0.292,0.029,0.0924,0.0096,0.0828,1150,
invierno,QQ,parche 5,68,13.8,0,0,0.177,0.018,0.1229,0.0013,0.1101,1150,
invierno,QQ,parche 5,69,10.33,0,0,0.054,0.015,0.0625,0.0065,0.056,1150,
invierno,QQ,parche 5,70,12.34,0,0,0.178,0.012,0.0937,0.0097,0.084,1150,
invierno,QQ,parche 5,71,9.24,0,0,0.107,0.006,0.0488,0.0051,0.0437,1150,
invierno,QQ,parche 5,72,9.64,0,0,0.098,0.015,0.0445,0.0046,0.0399,1150,
invierno,QQ,parche 5,73,9.22,0,0,0.102,0.017,0.0691,0.0072,0.0619,1150,
invierno,QQ,parche 5,74,9.35,0,0,0.119,0.004,0.0691,0.0072,0.0619,1150,
invierno,QQ,parche 5,75,9.21,0,0,0.091,0.002,0.0624,0.0065,0.0559,1150,
invierno,QQ,parche 5,76,10.94,0,0,0.137,0.02,0.0476,0.005,0.0426,1150,
invierno,QQ,parche 5,77,12.47,0,0,0.205,0.032,0.0382,0.004,0.0342,1150,
invierno,QQ,parche 5,78,11.25,0,0,0.251,0.046,0.0536,0.0056,0.048,1150,
invierno,QQ,parche 5,79,10.92,0,0,0.201,0.018,0.0454,0.0047,0.0407,1150,
invierno,QQ,parche 5,80,11.23,0,0,0.226,0.03,0.1124,0.00117,0.1007,1150,
invierno,QQ,parche 5,81,11.14,0,0,0.178,0.014,0.0778,0.0081,0.0697,1150,
invierno,QQ,parche 5,82,9.44,0,0,0.188,0.01,0.0918,0.0095,0.0823,1150,
invierno,QQ,parche 5,83,10.67,0,0,0.145,0.007,0.0591,0.0061,0.053,1150,
invierno,QQ,parche 5,84,8.39,0,0,0.111,0.01,0.0319,0.0033,0.0286,1150,
invierno,QQ,parche 5,85,9.79,0,0,0.154,0.018,0.0556,0.0058,0.0498,1150,
invierno,QQ,parche 5,86,12.24,0,0,0.273,0.029,0.0864,0.009,0.0774,1150,
invierno,QQ,parche 5,87,10.89,0,0,0.16,0.015,0.0649,0.0067,0.0582,1150,
invierno,QQ,parche 5,88,9.04,0,0,0.123,0.009,0.0435,0.0045,0.039,1150,
invierno,QQ,parche 5,89,11.29,0,0,0.209,0.016,0.0776,0.0081,0.0695,1150,
invierno,QQ,parche 5,90,9.17,0,0,0.125,0.007,0.025,0.0026,0.0224,1150,
invierno,QQ,parche 5,91,9.89,0,0,0.142,0.002,0.0643,0.0067,0.0576,1150,
invierno,QQ,parche 5,92,7.93,0,0,0.097,0.002,0.0278,0.0029,0.0249,1150,
invierno,QQ,parche 5,93,8.78,0,0,0.121,0.005,0.003,0.003,0.0027,1150,
invierno,QQ,parche 5,94,9.5,0,0,0.116,0.011,0.0543,0.0056,0.0487,1150,
invierno,QQ,parche 5,95,9.33,0,0,0.112,0.01,0.048,0.005,0.043,1150,
invierno,QQ,parche 5,96,10.06,0,0,0.175,0.02,0.0586,0.0061,0.0525,1150,
invierno,QQ,parche 5,97,12.2,0,0,0.23,0,0.1263,0.00231,0.1132,1150,
invierno,QQ,parche 5,98,12.09,0,0,0.119,0.021,0.1,0.00204,0.0896,1150,
invierno,QQ,parche 5,99,9.32,0,0,0.158,0.016,0.0544,0.0027,0.0487,1150,
invierno,QQ,parche 5,100,10.86,0,0,0.16,0.013,0.0746,0.0078,0.0668,1150,
invierno,QQ,parche 6 ,1,13.86,6.84,5.63,0.261,0.017,0.1305,0.00136,0.1169,493,
invierno,QQ,parche 6 ,2,13.46,6.72,5.76,0.265,0.04,0.1273,0.00132,0.1141,493,
invierno,QQ,parche 6 ,3,13.77,6.71,5.71,0.241,0.05,0.1213,0.00126,0.1087,493,
invierno,QQ,parche 6 ,4,13.12,6.91,5.39,0.227,0.057,0.1173,0.00122,0.1051,493,
invierno,QQ,parche 6 ,5,15.52,7.19,6.35,0.345,0.06,0.1997,0.00308,0.1789,493,
invierno,QQ,parche 6 ,6,13.24,7.07,5.12,0.257,0.031,0.1264,0.0231,0.1133,493,
