Estacion,lugar,n_sitio,Id,longitud,ancho ,alto,peso_hum,peso_sin_val,peso_seco,peso_seco_vis,peso_sec_val,longitu_menor_4mm,
invierno,MDQ,parche 4,45,5.5,4.78,3.52,0.082,0.008,0.0444,0.0026,0.0398,375,
invierno,MDQ,parche 4,46,8.14,6.6,3.95,0.138,0.009,0.0892,0.0093,0.0799,375,
invierno,MDQ,parche 4,47,8.07,4.88,2.99,0.051,0.002,0.0424,0.0054,0.038,375,
invierno,MDQ,parche 4,48,9.45,5.19,4.33,0.091,0.011,0.0656,0.0068,0.0588,375,
invierno,MDQ,parche 4,49,8.97,4.26,3.62,0.1,0.009,0.0551,0.0057,0.0494,375,
invierno,MDQ,parche 4,50,8.6,4.83,3.59,0.055,0.009,0.04,0.0042,0.0358,375,
invierno,MDQ,parche 4,51,8.34,4.69,3.58,0.083,0.003,0.0488,0.0051,0.0437,375,
invierno,MDQ,parche 4,52,7.75,4.8,2.46,0.044,0,0.0297,0.0031,0.0266,375,
invierno,MDQ,parche 4,53,7.75,4.58,3.46,0.048,0,0.0284,0.003,0.0254,375,
invierno,MDQ,parche 4,54,8.85,4.11,3.19,0.079,0.022,0.0428,0.0045,0.0383,375,
invierno,MDQ,parche 4,55,6.71,5.75,2.38,0.029,0.017,0.0163,0.0027,0.0146,375,
invierno,MDQ,parche 4,56,8.56,6.03,2.85,0.054,0.009,0.0346,0.0096,0.031,375,
invierno,MDQ,parche 4,57,7.7,4.81,4.28,0.093,0.008,0.0578,0.006,0.0518,375,
invierno,MDQ,parche 4,58,8.81,4.27,3.09,0.057,0.008,0.0346,0.0036,0.031,375,
invierno,MDQ,parche 4,59,8.66,4.39,3.08,0.055,0.012,0.0322,0.0033,0.0289,375,
invierno,MDQ,parche 4,60,7.75,5.36,3.42,0.055,0,0.036,0.0037,0.0323,375,
invierno,MDQ,parche 4,61,9.05,4.08,4.01,0.081,0.014,0.0476,0.013,0.0426,375,
invierno,MDQ,parche 4,62,7.7,4.09,2.93,0.04,0.011,0.0296,0.0041,0.0265,375,
invierno,MDQ,parche 4,63,7.26,8.87,2.79,0.04,0.011,0.0235,0.0034,0.0211,375,
invierno,MDQ,parche 4,64,7.98,4.22,3.12,0.046,0.018,0.0338,0.0035,0.0303,375,
invierno,MDQ,parche 4,65,6.82,3.03,2.95,0.039,0.003,0.0212,0.0022,0.019,375,
invierno,MDQ,parche 4,66,8.65,4.34,3.16,0.066,0.007,0.0451,0.0047,0.0404,375,
invierno,MDQ,parche 4,67,7.86,4.46,3.44,0.058,0.008,0.0384,0.004,0.0344,375,
invierno,MDQ,parche 4,68,8.09,4.04,2.33,0.05,0.018,0.025,0.0042,0.0224,375,
invierno,MDQ,parche 4,69,6.46,3.85,2.36,0.027,0.011,0.0187,0.0019,0.0168,375,
invierno,MDQ,parche 4,70,6.95,4.27,3.11,0.035,0.008,0.0208,0.0022,0.0186,375,
invierno,MDQ,parche 4,71,6.59,5.02,2.02,0.012,0.005,0.0137,0.0014,0.0123,375,
invierno,MDQ,parche 4,72,8.37,4.28,3.11,0.027,0.003,0.0356,0.0037,0.0319,375,
invierno,MDQ,parche 4,73,6.75,3.6,3.78,0.039,0.005,0.0202,0.0021,0.0181,375,
invierno,MDQ,parche 4,74,6.7,4,2.6,0.028,0.005,0.0426,0.0044,0.0382,375,
invierno,MDQ,parche 4,75,5.25,4.23,2.28,0.041,0.004,0.0216,0.0012,0.0194,375,
invierno,MDQ,parche 4,76,4.32,4.4,2.3,0.052,0.009,0.0235,0.0024,0.0211,375,
invierno,MDQ,parche 4,77,6.15,4,2.71,0.068,0.014,0.0339,0.0035,0.0304,375,
invierno,MDQ,parche 4,78,4.23,4.12,2.38,0.069,0.003,0.0236,0.0025,0.0211,375,
invierno,MDQ,parche 4,79,4.5,3.9,2.31,0.043,0.009,0.0414,0.0043,0.0371,375,
invierno,MDQ,parche 4,80,4.01,3.21,2.43,0.063,0.019,0.0364,0.0038,0.0326,375,
invierno,MDQ,parche 4,81,5.2,4.62,2.22,0.098,0.003,0.0479,0.005,0.0429,375,
invierno,MDQ,parche 4,82,4.78,4.31,2.54,0.047,0.008,0.0165,0.0017,0.0148,375,
invierno,MDQ,parche 4,83,4.23,4.23,2.28,0.072,0.011,0.0148,0.0015,0.0133,375,
invierno,MDQ,parche 4,84,4.98,4.54,2.35,0.039,0.021,0.0135,0.0014,0.0121,375,
invierno,MDQ,parche 4,85,5.01,5.01,2.44,0.031,0.018,0.0174,0.0018,0.0156,375,
invierno,MDQ,parche 4,86,5,5.12,2.54,0.045,0.007,0.0273,0.0028,0.0245,375,
invierno,MDQ,parche 4,87,5.01,4,2.25,0.06,0.007,0.0196,0.002,0.0176,375,
invierno,MDQ,parche 4,88,4.28,3.16,2.37,0.038,0.003,0.0166,0.0017,0.0149,375,
invierno,MDQ,parche 4,89,4.32,3.25,2.44,0.072,0.021,0.0135,0.0014,0.0121,375,
invierno,MDQ,parche 4,90,4,4.13,3.07,0.091,0.013,0.0173,0.0018,0.0155,375,
invierno,MDQ,parche 4,91,4.12,2.06,3.03,0.019,0.008,0.011,0.0011,0.0099,375,
invierno,MDQ,parche 4,92,4.23,3.01,3.15,0.023,0.012,0.0176,0.0018,0.0158,375,
invierno,MDQ,parche 4,93,4.58,3.28,1.99,0.031,0.007,0.0178,0.0019,0.0159,375,
invierno,MDQ,parche 4,94,4.51,3.4,2.82,0.023,0.007,0.0147,0.0015,0.0132,375,
invierno,MDQ,parche 4,95,4.58,3.59,3.28,0.044,0.008,0.0135,0.0014,0.0121,375,
invierno,MDQ,parche 4,96,4.32,4,2.78,0.023,0.009,0.0084,0.0009,0.0075,375,
invierno,MDQ,parche 4,97,4.79,3.01,3,0.031,0.008,0.0207,0.0022,0.0185,375,
invierno,MDQ,parche 4,98,4.99,3.28,3.45,0.028,0.003,0.0727,0.0016,0.0651,375,
invierno,MDQ,parche 4,99,4.25,3.44,2.7,0.047,0.004,0.0164,0.0017,0.0147,375,
invierno,MDQ,parche 4,100,4.13,3.28,2.8,0.082,0.021,0.0164,0.0017,0.0147,375,
invierno,MDQ,parche 5 ,1,16.15,7.37,5.58,0.384,0.08,0.1731,0.018,0.1551,135,
invierno,MDQ,parche 5 ,2,22.38,8.98,8.56,1.043,0.367,0.5139,0.0534,0.4605,135,
invierno,MDQ,parche 5 ,3,23.24,10.32,8.77,1.183,0.28,0.4619,0.048,0.4139,135,
invierno,MDQ,parche 5 ,4,17.2,7.31,6.13,0.389,0.064,0.2061,0.0214,0.1847,135,
invierno,MDQ,parche 5 ,5,19.7,8.75,7.58,0.717,0.202,0.3187,0.0331,0.2856,135,
invierno,MDQ,parche 5 ,6,17.33,7.43,6.95,0.53,0.107,0.238,0.0248,0.2132,135,
invierno,MDQ,parche 5 ,7,19.22,8.82,8.21,0.687,0.17,0.326,0.0339,0.2921,135,
invierno,MDQ,parche 5 ,8,21.54,9.83,8.76,1.004,0.144,0.478,0.0497,0.4283,135,
invierno,MDQ,parche 5 ,9,17.89,8.89,7.79,0.669,0.123,0.3355,0.0349,0.3006,135,
invierno,MDQ,parche 5 ,10,22.07,9.67,9.28,0.997,0.3,0.423,0.044,0.379,135,
invierno,MDQ,parche 5 ,11,18.27,7.8,6.76,0.561,0.14,0.2413,0.0251,0.2162,135,
invierno,MDQ,parche 5 ,12,17.46,8.01,7.05,0.558,0.128,0.2426,0.0252,0.2174,135,
invierno,MDQ,parche 5 ,13,16.16,9.04,6.16,0.417,0.056,0.2173,0.0226,0.1947,135,
invierno,MDQ,parche 5 ,14,17.17,8.33,6.25,0.436,0.142,0.2238,0.0233,0.2005,135,
invierno,MDQ,parche 5 ,15,20.23,9.32,8.67,0.892,0.186,0.4307,0.0448,0.3859,135,
invierno,MDQ,parche 5 ,16,19.84,9.41,8.82,0.987,0.264,0.4394,0.0457,0.3937,135,
invierno,MDQ,parche 5 ,17,20.16,9,7.42,0.565,0.119,0.2991,0.0311,0.268,135,
invierno,MDQ,parche 5 ,18,17.85,8.09,7.88,0.514,0.128,0.2746,0.0286,0.246,135,
invierno,MDQ,parche 5 ,19,20.26,8.72,7.84,0.783,0.177,0.3061,0.0318,0.2743,135,
invierno,MDQ,parche 5 ,20,19.18,8.77,7.19,0.629,0.256,0.3712,0.0386,0.3326,135,
invierno,MDQ,parche 5 ,21,13.74,6.36,6.69,0.223,0.089,0.1399,0.0145,0.1254,135,
invierno,MDQ,parche 5 ,22,16.23,6.92,5.75,0.393,0.1,0.2182,0.0227,0.1955,135,
invierno,MDQ,parche 5 ,23,17.8,8.38,6.92,0.479,0.13,0.2646,0.0275,0.2371,135,
invierno,MDQ,parche 5 ,24,15.99,7.8,6.28,0.334,0.09,0.193,0.0201,0.1729,135,
invierno,MDQ,parche 5 ,25,15.99,7.74,6.17,0.41,0.098,0.2003,0.0208,0.1795,135,
invierno,MDQ,parche 5 ,26,19.5,8.87,8.05,0.387,0,0.3284,0.0342,0.2942,135,
invierno,MDQ,parche 5 ,27,15.1,6.84,5.51,0.34,0.069,0.1545,0.0161,0.1384,135,
invierno,MDQ,parche 5 ,28,23.14,11.48,9,1.021,0.305,0.5249,0.0546,0.4703,135,
invierno,MDQ,parche 5 ,29,19.54,9.24,8.62,0.639,0.158,0.3491,0.0363,0.3128,135,
invierno,MDQ,parche 5 ,30,23.06,11.16,10.16,2.207,0,0.7876,0.0819,0.7057,135,
invierno,MDQ,parche 5 ,31,23.77,10.61,9.67,1.141,0.377,0.5768,0.06,0.5168,135,
invierno,MDQ,parche 5 ,32,22.26,10.39,8.94,0.945,0.218,0.4832,0.0503,0.4329,135,
invierno,MDQ,parche 5 ,33,23.19,11.63,8.9,1.1,0.366,0.5786,0.0602,0.5184,135,
invierno,MDQ,parche 5 ,34,19.25,8.77,6.25,0.758,0.218,0.32,0.0333,0.2867,135,
invierno,MDQ,parche 5 ,35,18.41,8.48,7.48,0.59,0.169,0.3037,0.0316,0.2721,135,
invierno,MDQ,parche 5 ,36,16.45,7.58,6.87,0.49,0.091,0.1776,0.0185,0.1591,135,
invierno,MDQ,parche 5 ,37,18.78,8.53,7.63,0.61,0.202,0.3131,0.0326,0.2805,135,
invierno,MDQ,parche 5 ,38,18.38,8.34,8.08,0.677,0.198,0.3425,0.0356,0.3069,135,
invierno,MDQ,parche 5 ,39,15.88,6.98,6.02,0.355,0.105,0.1778,0.0185,0.1593,135,
invierno,MDQ,parche 5 ,40,17.93,8.93,6.67,0.51,0.13,0.2448,0.0255,0.2193,135,
invierno,MDQ,parche 5 ,41,23.17,10.51,9.34,1.344,0.337,0.5903,0.0614,0.5289,135,
invierno,MDQ,parche 5 ,42,27.09,8.5,7.47,0.733,0.21,0.3458,0.036,0.3098,135,
invierno,MDQ,parche 5 ,43,19.42,9.21,8.5,0.785,0.223,0.4035,0.042,0.3615,135,
invierno,MDQ,parche 5 ,44,22.39,9.95,8.68,0.344,0.283,0.4625,0.0481,0.4144,135,
invierno,MDQ,parche 5 ,45,11.98,9.64,8.39,0.805,0.162,0.4254,0.0442,0.3812,135,
invierno,MDQ,parche 5 ,46,19.17,8.89,6.99,0.576,0.218,0.2878,0.0299,0.2579,135,
invierno,MDQ,parche 5 ,47,16.17,8.49,6.27,0.414,0.106,0.2283,0.0237,0.2046,135,
invierno,MDQ,parche 5 ,48,20.06,9.22,7.74,0.595,0.122,0.3254,0.0338,0.2916,135,
invierno,MDQ,parche 5 ,49,17.57,7.65,6.24,0.43,0.115,0.2077,0.0216,0.1861,135,
invierno,MDQ,parche 5 ,50,20.05,9.42,7.81,0.673,0.122,0.367,0.0382,0.3288,135,
invierno,MDQ,parche 5 ,51,21.65,9.35,8.73,0.808,0.155,0.4828,0.0502,0.4326,135,
invierno,MDQ,parche 5 ,52,17.3,8.44,6.74,0.457,0.125,0.2501,0.026,0.2241,135,
invierno,MDQ,parche 5 ,53,17.52,9.07,6.72,0.442,0.13,0.2512,0.0261,0.2251,135,
invierno,MDQ,parche 5 ,54,16.61,7.86,6.09,0.392,0.1,0.2223,0.0231,0.1992,135,
invierno,MDQ,parche 5 ,55,23.68,9.66,9.11,0.816,0.307,0.4526,0.0471,0.4055,135,
invierno,MDQ,parche 5 ,56,16.03,6.96,5.63,0.303,0.067,0.1633,0.017,0.1463,135,
invierno,MDQ,parche 5 ,57,17.6,9.1,7.01,0.581,0.089,0.318,0.0331,0.2849,135,
invierno,MDQ,parche 5 ,58,17.37,7.7,6.16,0.361,0.087,0.1926,0.02,0.1726,135,
invierno,MDQ,parche 5 ,59,17.1,7.57,6.98,0.468,0.103,0.2346,0.0244,0.2102,135,
invierno,MDQ,parche 5 ,60,19.54,8.02,6.93,0.551,0.151,0.2951,0.0307,0.2644,135,
invierno,MDQ,parche 5 ,61,19.2,8.86,6.83,0.527,0.132,0.324,0.0337,0.2903,135,
invierno,MDQ,parche 5 ,62,16.84,7.97,6.67,0.34,0.156,0.2188,0.0228,0.196,135,
invierno,MDQ,parche 5 ,63,14.8,7.7,5.71,0.329,0.115,0.1607,0.0167,0.144,135,
invierno,MDQ,parche 5 ,64,15,7.13,5.87,0.304,0.17,0.159,0.0165,0.1425,135,
invierno,MDQ,parche 5 ,65,16.85,8.32,5.94,0.441,0.163,0.2174,0.0226,0.1948,135,
invierno,MDQ,parche 5 ,66,17.26,8.47,6.28,0.48,0.171,0.2577,0.0268,0.2309,135,
invierno,MDQ,parche 5 ,67,15.17,7.63,6.15,0.405,0.112,0.1829,0.019,0.1639,135,
invierno,MDQ,parche 5 ,68,14.97,7.17,5.51,0.302,0.115,0.1676,0.0174,0.1502,135,
invierno,MDQ,parche 5 ,69,18.4,9.21,7.48,0.72,0.128,0.307,0.0319,0.2751,135,
invierno,MDQ,parche 5 ,70,20.93,9.46,8.08,0.39,0.132,0.3822,0.0397,0.3425,135,
invierno,MDQ,parche 5 ,71,16.89,8.15,6.19,0.407,0.09,0.2278,0.0237,0.2041,135,
invierno,MDQ,parche 5 ,72,15.17,6.99,5.99,0.397,0.094,0.1981,0.0206,0.1775,135,
invierno,MDQ,parche 5 ,73,16.28,7.48,6.43,0.395,0.101,0.1872,0.0195,0.1677,135,
invierno,MDQ,parche 5 ,74,13.64,6.41,5.15,0.215,0.081,0.1268,0.0132,0.1136,135,
invierno,MDQ,parche 5 ,75,15.39,6.76,5.48,0.331,0.083,0.1648,0.0171,0.1477,135,
invierno,MDQ,parche 5 ,76,16.85,7.1,6.78,0.716,0,0.2889,0.03,0.2589,135,
invierno,MDQ,parche 5 ,77,15.45,7.69,5.81,0.361,0.098,0.1843,0.0192,0.1651,135,
invierno,MDQ,parche 5 ,78,15.96,7.06,5.49,0.257,0.062,0.1764,0.0183,0.1581,135,
invierno,MDQ,parche 5 ,79,17.56,8.17,7.52,0.568,0.151,0.2478,0.0258,0.222,135,
invierno,MDQ,parche 5 ,80,16.01,7.53,5.48,0.328,0.084,0.1685,0.0175,0.151,135,
invierno,MDQ,parche 5 ,81,15.25,7.61,5.91,0.315,0.061,0.1674,0.0174,0.15,135,
invierno,MDQ,parche 5 ,82,17.17,8.69,6.93,0.5,0.153,0.2884,0.03,0.2584,135,
invierno,MDQ,parche 5 ,83,13.91,7.41,5.35,0.279,0.096,0.14,0.0146,0.1254,135,
invierno,MDQ,parche 5 ,84,16.39,7.94,5.4,0.307,0.074,0.1558,0.0162,0.1396,135,
invierno,MDQ,parche 5 ,85,14.85,7.64,5.49,0.293,0.085,0.1219,0.0127,0.1092,135,
invierno,MDQ,parche 5 ,86,15.01,8.09,5.12,0.324,0.097,0.136,0.0141,0.1219,135,
invierno,MDQ,parche 5 ,87,14.34,9.96,4.97,0.283,0.08,0.135,0.014,0.121,135,
invierno,MDQ,parche 5 ,88,16.74,7.66,6.38,0.432,0.115,0.2074,0.0216,0.1858,135,
invierno,MDQ,parche 5 ,89,16.21,7.61,5.23,0.345,0.085,0.1724,0.0179,0.1545,135,
invierno,MDQ,parche 5 ,90,15.19,7.45,5.47,0.325,0.075,0.1507,0.0157,0.135,135,
invierno,MDQ,parche 5 ,91,21.34,9.39,7.73,0.359,0.217,0.4543,0.0472,0.4071,135,
invierno,MDQ,parche 5 ,92,17.38,7.64,5.97,0.355,0.069,0.1908,0.0198,0.171,135,
invierno,MDQ,parche 5 ,93,15.17,7.03,5.03,0.291,0.074,0.1431,0.0149,0.1282,135,
invierno,MDQ,parche 5 ,94,16.38,8.27,5.54,0.39,0.1,0.1786,0.0186,0.16,135,
invierno,MDQ,parche 5 ,95,16.14,7.39,5.6,0.337,0.102,0.1868,0.0194,0.1674,135,
invierno,MDQ,parche 5 ,96,13.63,6.58,5.52,0.236,0.077,0.1249,0.013,0.1119,135,
invierno,MDQ,parche 5 ,97,15.69,6.75,5.92,0.353,0.135,0.1619,0.0168,0.1451,135,
invierno,MDQ,parche 5 ,98,13.68,8.08,4.82,0.265,0.086,0.1549,0.0161,0.1388,135,
invierno,MDQ,parche 5 ,99,13.69,6.15,4.88,0.179,0.067,0.1048,0.0109,0.0939,135,
invierno,MDQ,parche 5 ,100,14.56,8.16,5.44,0.345,0.093,0.1563,0.0163,0.14,135,
invierno,MDQ,parche 6,1,12.77,6.25,5.25,0.183,0.025,0.6699,0.0697,0.6002,47,
invierno,MDQ,parche 6,2,16.2,8.3,6.31,0.443,0.055,0.8004,0.0832,0.7172,47,
invierno,MDQ,parche 6,3,13.54,6.86,5.4,0.205,0.022,0.3644,0.0379,0.3265,47,
invierno,MDQ,parche 6,4,18.85,8.8,7.36,0.59,0.13,0.4065,0.0423,0.3642,47,
invierno,MDQ,parche 6,5,22.32,8.79,7.72,0.8,0.192,0.4013,0.0417,0.3596,47,
invierno,MDQ,parche 6,6,18.39,8.51,6.14,0.497,0.094,0.431,0.0448,0.3862,47,
invierno,MDQ,parche 6,7,17.29,8.31,6.35,0.453,0.098,0.3338,0.0347,0.2991,47,
invierno,MDQ,parche 6,8,19.16,8.56,8.37,0.125,0.096,0.3775,0.0393,0.3382,47,
invierno,MDQ,parche 6,9,16.31,7.31,6.29,0.394,0.083,0.4427,0.046,0.3967,47,
invierno,MDQ,parche 6,10,16.23,11.37,9.08,1.416,0.132,0.3589,0.0373,0.3216,47,
invierno,MDQ,parche 6,11,21.44,10.22,8.01,1.027,0.1,0.2925,0.0304,0.2621,47,
invierno,MDQ,parche 6,12,20.25,10.01,8.18,0.729,0.098,0.545,0.0567,0.4883,47,
invierno,MDQ,parche 6,13,16.17,7.28,7.13,0.46,0.131,0.3943,0.041,0.3533,47,
invierno,MDQ,parche 6,14,18.41,8.99,7.68,0.84,0.099,0.3712,0.0386,0.3326,47,
invierno,MDQ,parche 6,15,16.81,8.2,6.4,0.423,0.136,0.3827,0.0398,0.3429,47,
invierno,MDQ,parche 6,16,23.98,10.63,8.83,1.038,0.154,0.3149,0.0327,0.2822,47,
invierno,MDQ,parche 6,17,22,9.64,8.23,0.934,0.261,0.2362,0.0346,0.2116,47,
invierno,MDQ,parche 6,18,15.52,6.18,5.58,0.338,0.09,0.4206,0.037,0.3769,47,
invierno,MDQ,parche 6,19,15.3,6.3,4.85,0.217,0.123,0.5023,0.0322,0.4501,47,
invierno,MDQ,parche 6,20,21,9.16,7.98,0.753,0.138,0.2821,0.0493,0.2528,47,
invierno,MDQ,parche 6,21,18.89,8.55,6.48,0.553,0.17,0.5428,0.0565,0.4863,47,
invierno,MDQ,parche 6,22,15.64,7.2,6.21,0.393,0.098,0.5784,0.0302,0.5182,47,
invierno,MDQ,parche 6,23,22.23,9.64,8.52,0.932,0.218,0.5702,0.0593,0.5109,47,
invierno,MDQ,parche 6,24,20.76,9.67,7.47,0.593,0.13,0.2523,0.0462,0.2261,47,
invierno,MDQ,parche 6,25,18.93,8.61,6.54,0.513,0.113,0.388,0.0404,0.3476,47,
invierno,MDQ,parche 6,26,18,7.4,6.36,0.483,0.128,0.4209,0.0438,0.3771,47,
invierno,MDQ,parche 6,27,15.78,7.3,6.42,0.367,0.099,0.5,0.052,0.448,47,
invierno,MDQ,parche 6,28,16.94,7.78,5.38,0.397,0.112,0.4797,0.0499,0.4298,47,
invierno,MDQ,parche 6,29,18.95,7.84,6.71,0.458,0.098,0.8904,0.0426,0.7978,47,
invierno,MDQ,parche 6,30,15.75,7.46,6.51,0.39,0.081,0.3817,0.0397,0.342,47,
invierno,MDQ,parche 6,31,16.82,7.55,5.97,0.397,0.089,0.2598,0.027,0.2328,47,
invierno,MDQ,parche 6,32,15.32,8.23,6.55,0.341,0.07,0.3434,0.0357,0.3077,47,
invierno,MDQ,parche 6,33,16.44,7.99,6.51,0.389,0.079,0.1931,0.0201,0.173,47,
invierno,MDQ,parche 6,34,15.75,7.97,5.1,0.309,0.08,0.3298,0.0343,0.2955,47,
invierno,MDQ,parche 6,35,15.51,6.27,6.58,0.388,0.079,0.3579,0.0372,0.3207,47,
invierno,MDQ,parche 6,36,14.74,7.08,5.3,0.278,0.112,0.4484,0.0466,0.4018,47,
invierno,MDQ,parche 6,37,14.08,6.16,5.22,0.256,0.12,0.3421,0.0356,0.3065,47,
invierno,MDQ,parche 6,38,16.23,7.21,6.29,0.398,0.084,0.4049,0.0321,0.3628,47,
invierno,MDQ,parche 6,39,17.76,8.48,6.92,0.56,0.09,0.3206,0.0433,0.2873,47,
invierno,MDQ,parche 6,40,14.47,6.75,5.58,0.271,0.138,0.3004,0.0312,0.2692,47,
invierno,MDQ,parche 6,41,14.56,6.7,4.97,0.319,0.089,0.3126,0.0325,0.2801,47,
invierno,MDQ,parche 6,42,16.52,7.71,5.94,0.382,0.09,0.4166,0.0433,0.3733,47,
invierno,MDQ,parche 6,43,13.33,7.81,6.17,0.392,0.089,0.431,0.0248,0.3862,47,
invierno,MDQ,parche 6,44,14.54,7.83,5.75,0.294,0.115,0.3571,0.0371,0.32,47,
invierno,MDQ,parche 6,45,14.07,7.06,5.96,0.259,0.1,0.1927,0.02,0.1727,47,
invierno,MDQ,parche 6,46,14.54,7.87,6.15,0.455,0.099,0.2687,0.0279,0.2408,47,
invierno,MDQ,parche 6,47,15.8,7.7,6.79,0.529,0.135,0.2836,0.0295,0.2541,47,
invierno,MDQ,parche 6,48,15.26,8.07,6.44,0.444,0.11,0.1989,0.0207,0.1782,47,
invierno,MDQ,parche 6,49,13.85,6.49,5.45,0.346,0.089,0.47,0.0489,0.4211,47,
invierno,MDQ,parche 6,50,16.16,8.78,5.26,0.358,0.07,0.2634,0.0274,0.236,47,
invierno,MDQ,parche 6,51,12.75,5.69,4.81,0.243,0.063,0.4342,0.0452,0.389,47,
invierno,MDQ,parche 6,52,16.37,7.08,5.07,0.357,0.111,0.407,0.0423,0.3647,47,
invierno,MDQ,parche 6,53,14.51,7.17,5.23,0.313,0.103,0.1729,0.018,0.1549,47,
invierno,MDQ,parche 6,54,16.11,7.62,6.06,0.39,0.121,0.2036,0.0212,0.1824,47,
invierno,MDQ,parche 6,55,16.12,7.82,6.42,0.494,0.089,0.3206,0.0333,0.2873,47,
invierno,MDQ,parche 6,56,16.25,8.24,5.45,0.462,0.11,0.1436,0.0149,0.1287,47,
invierno,MDQ,parche 6,57,14.17,7.37,5.61,0.297,0.071,0.202,0.021,0.181,47,
invierno,MDQ,parche 6,58,14.12,5.98,5.12,0.297,0.083,0.3891,0.0405,0.3486,47,
invierno,MDQ,parche 6,59,15.01,7.2,5.47,0.325,0.08,0.3069,0.0319,0.275,47,
invierno,MDQ,parche 6,60,14.97,7.64,6.1,0.445,0.111,0.2296,0.0239,0.2057,47,
invierno,MDQ,parche 6,61,16.56,7.55,6.33,0.457,0.08,0.1184,0.0123,0.1061,47,
invierno,MDQ,parche 6,62,13.87,6.78,6.06,0.295,0.069,0.238,0.0248,0.2132,47,
invierno,MDQ,parche 6,63,14.58,7.5,5.16,0.26,0.078,0.1617,0.0168,0.1449,47,
invierno,MDQ,parche 6,64,14.98,7.36,5.51,0.307,0.091,0.1826,0.019,0.1636,47,
invierno,MDQ,parche 6,65,14.71,6.87,5.62,0.247,0.098,0.2476,0.0258,0.2218,47,
invierno,MDQ,parche 6,66,13.55,6.33,4.58,0.226,0.089,0.2648,0.0275,0.2373,47,
invierno,MDQ,parche 6,67,13.72,7.1,4.78,0.213,0.061,0.1909,0.0199,0.171,47,
invierno,MDQ,parche 6,68,13.94,6.58,5.09,0.275,0.059,0.2661,0.0277,0.2384,47,
invierno,MDQ,parche 6,69,14.55,6.98,5.54,0.293,0.118,0.297,0.0309,0.2661,47,
invierno,MDQ,parche 6,70,14.88,7.32,5.26,0.273,0.123,0.1958,0.0204,0.1754,47,
invierno,MDQ,parche 6,71,14.59,7.14,6.21,0.217,0.072,0.261,0.0271,0.2339,47,
invierno,MDQ,parche 6,72,13.36,6.87,4.69,0.206,0.04,0.2094,0.0218,0.1876,47,
invierno,MDQ,parche 6,73,14.61,6.81,4.98,0.231,0.05,0.4112,0.0428,0.3684,47,
invierno,MDQ,parche 6,74,14.6,6.27,5.88,0.298,0.09,0.3162,0.0329,0.2833,47,
invierno,MDQ,parche 6,75,12.7,5.84,4.49,0.193,0.068,0.3475,0.0361,0.3114,47,
invierno,MDQ,parche 6,76,13.76,6.32,5.48,0.269,0.091,0.2057,0.0214,0.1843,47,
invierno,MDQ,parche 6,77,11.64,5.66,4.05,0.177,0.073,0.2625,0.0273,0.2352,47,
invierno,MDQ,parche 6,78,13.95,7.7,5.08,0.234,0.09,0.3474,0.0361,0.3113,47,
invierno,MDQ,parche 6,79,13.89,6.25,4.85,0.19,0.068,0.2946,0.0306,0.264,47,
invierno,MDQ,parche 6,80,13.37,6.7,5.21,0.304,0.061,0.2014,0.0209,0.1805,47,
invierno,MDQ,parche 6,81,17.55,7.59,6.39,0.393,0.088,0.1263,0.0131,0.1132,47,
invierno,MDQ,parche 6,82,13.75,6.1,4.71,0.25,0.07,0.2797,0.0291,0.2506,47,
invierno,MDQ,parche 6,83,12.04,5.59,3.68,0.153,0.079,0.1736,0.0281,0.1555,47,
invierno,MDQ,parche 6,84,11.13,5.47,4.48,0.196,0.09,0.21,0.0218,0.1882,47,
invierno,MDQ,parche 6,85,13.99,6.23,4.59,0.216,0.099,0.2019,0.021,0.1809,47,
invierno,MDQ,parche 6,86,13.41,6.42,4.88,0.255,0.081,0.4072,0.0423,0.3649,47,
invierno,MDQ,parche 6,87,11.3,5.34,3.67,0.126,0.073,0.1986,0.0207,0.1779,47,
invierno,MDQ,parche 6,88,14.52,6.9,5.36,0.253,0.075,0.1798,0.0187,0.1611,47,
invierno,MDQ,parche 6,89,11.53,5.13,4.5,0.137,0.08,0.2714,0.0282,0.2432,47,
invierno,MDQ,parche 6,90,12.58,5.49,4.85,0.218,0.08,0.4471,0.0365,0.4006,47,
invierno,MDQ,parche 6,91,12.06,5.8,4.39,0.163,0.023,0.2101,0.0219,0.1882,47,
invierno,MDQ,parche 6,92,13.11,6.61,4.52,0.267,0.05,0.2244,0.0233,0.2011,47,
invierno,MDQ,parche 6,93,12.12,6.69,4.28,0.216,0.032,0.1792,0.0186,0.1606,47,
invierno,MDQ,parche 6,94,11.8,5.4,3.79,0.136,0.064,0.216,0.0225,0.1935,47,
invierno,MDQ,parche 6,95,11.85,6.21,4.48,0.166,0.039,0.1484,0.0154,0.133,47,
invierno,MDQ,parche 6,96,10.86,5.52,4.18,0.113,0.063,0.1342,0.014,0.1202,47,
invierno,MDQ,parche 6,97,11.43,6.57,3.89,0.17,0.058,0.1497,0.0156,0.1341,47,
invierno,MDQ,parche 6,98,11.34,5.91,4.57,0.165,0,0.2819,0.0193,0.2526,47,
invierno,MDQ,parche 6,99,9.82,5.21,3.11,0.081,0.043,0.1808,0.0188,0.162,47,
invierno,MDQ,parche 6,100,10.07,5.6,4.05,0.099,0.051,0.2069,0.0115,0.1854,47,
